model_size,n_train,expected_total,true_positives,false_negatives,false_positives,true_negatives,precision,recall,accuracy,f1_score,mean_iou
custom,7,20,2,19,1,19,0.6666666666666666,0.09523809523809523,0.525,0.16666666666666666,0.0
