model_size,n_train,expected_total,true_positives,false_negatives,false_positives,true_negatives,precision,recall,accuracy,f1_score,mean_iou
base-plus,2,20,4,19,3,17,0.5714285714285714,0.17391304347826086,0.525,0.26666666666666666,0.0
