model_size,n_train,expected_total,true_positives,false_negatives,false_positives,true_negatives,precision,recall,accuracy,f1_score,mean_iou
base-plus,7,20,9,11,0,21,1.0,0.45,0.7317073170731707,0.6206896551724138,0.19752125105102206
