model_size,n_train,expected_total,true_positives,false_negatives,false_positives,true_negatives,precision,recall,accuracy,f1_score,mean_iou
base-plus,4,20,3,17,0,21,1.0,0.15,0.5853658536585366,0.2608695652173913,0.0001272604003423249
