model_size,n_train,expected_total,true_positives,false_negatives,false_positives,true_negatives,precision,recall,accuracy,f1_score,mean_iou
base-plus,2,20,2,18,0,21,1.0,0.1,0.5609756097560976,0.18181818181818182,0.0
