epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1063.36,1.16703,0.73851,0.96287,0.7595,0.575,0.62075,0.37561,1.48037,1.04081,1.08744,0.00332457,0.00332457,0.00332457
186,1069.45,1.18958,0.76203,0.92358,0.72806,0.6,0.63928,0.41162,1.4561,1.02262,1.08365,0.00327608,0.00327608,0.00327608
187,1074.91,1.06836,0.68066,0.93386,0.70886,0.65,0.64803,0.41247,1.42301,0.98317,1.08532,0.00322778,0.00322778,0.00322778
188,1080.97,1.13622,0.71109,0.95889,0.74971,0.725,0.73596,0.46086,1.29095,0.94359,1.04929,0.00317969,0.00317969,0.00317969
189,1086.68,1.20959,0.79032,0.95733,0.76268,0.72313,0.72462,0.44604,1.26463,0.91563,1.05152,0.0031318,0.0031318,0.0031318
190,1092.5,1.10999,0.79219,0.94816,0.86083,0.675,0.74388,0.45613,1.33321,0.92317,1.07874,0.00308412,0.00308412,0.00308412
191,1098.31,1.10394,0.71271,0.93743,0.80572,0.7,0.7404,0.44162,1.39295,0.95442,1.09164,0.00303665,0.00303665,0.00303665
192,1103.76,1.15861,0.7403,0.95535,0.88878,0.59936,0.70694,0.45693,1.30912,0.9307,1.06994,0.00298941,0.00298941,0.00298941
193,1109.8,1.11259,0.72827,0.96153,0.87566,0.6,0.70067,0.42596,1.40132,0.9211,1.09993,0.00294239,0.00294239,0.00294239
194,1115.22,1.13802,0.73113,0.95525,0.8377,0.64528,0.73236,0.44143,1.42194,0.97488,1.12054,0.00289561,0.00289561,0.00289561
195,1121.4,1.1047,0.72631,0.95948,0.80105,0.65,0.70462,0.40719,1.47457,1.11533,1.15614,0.00284906,0.00284906,0.00284906
196,1126.79,1.11299,0.69601,0.95498,0.89875,0.66597,0.74531,0.434,1.36066,0.95972,1.11092,0.00280275,0.00280275,0.00280275
197,1132.63,1.11127,0.75631,0.95194,0.86864,0.65,0.70508,0.43006,1.35921,0.96245,1.07204,0.00275668,0.00275668,0.00275668
198,1138.43,1.08556,0.72503,0.90098,0.88641,0.625,0.67628,0.45881,1.29203,0.95843,1.05428,0.00271087,0.00271087,0.00271087
199,1143.91,1.06099,0.67321,0.92553,0.84121,0.66238,0.69488,0.45557,1.23116,0.91661,1.04106,0.00266532,0.00266532,0.00266532
200,1150.72,1.18284,0.75497,0.96859,0.75324,0.7,0.70316,0.46791,1.2137,0.87747,1.03815,0.00262003,0.00262003,0.00262003
201,1156.25,1.16871,0.83276,0.99483,0.76812,0.75,0.7308,0.47616,1.27521,0.88912,1.03818,0.002575,0.002575,0.002575
202,1162.31,1.07605,0.73619,0.94463,0.92942,0.65857,0.74189,0.49533,1.20673,0.95115,1.02656,0.00253024,0.00253024,0.00253024
203,1167.74,1.10473,0.74602,0.95416,0.887,0.65,0.70829,0.48622,1.22935,0.90544,1.02132,0.00248577,0.00248577,0.00248577
204,1173.87,1.15517,0.74073,0.95712,0.92979,0.66236,0.69889,0.47861,1.28336,0.86587,1.06141,0.00244157,0.00244157,0.00244157
205,1179.4,1.07436,0.69968,0.9204,0.96393,0.66832,0.69601,0.48211,1.26716,0.95702,1.07667,0.00239766,0.00239766,0.00239766
206,1184.98,1.11195,0.75551,0.91356,0.93087,0.675,0.7132,0.49947,1.29788,0.97263,1.10501,0.00235404,0.00235404,0.00235404
207,1190.96,1.04686,0.71476,0.93174,0.87364,0.675,0.70237,0.46998,1.35689,1.04744,1.09514,0.00231071,0.00231071,0.00231071
208,1196.33,1.08293,0.79868,0.93997,0.97329,0.6,0.69493,0.46243,1.34112,1.03333,1.07018,0.00226769,0.00226769,0.00226769
209,1202.25,1.0736,0.7048,0.93555,0.96059,0.60959,0.72081,0.48388,1.29234,0.99133,1.05001,0.00222497,0.00222497,0.00222497
210,1207.61,1.01334,0.6575,0.89729,0.98561,0.625,0.73045,0.51289,1.19211,0.88238,1.03969,0.00218256,0.00218256,0.00218256
211,1213.77,1.06439,0.72323,0.92608,0.8489,0.70234,0.73206,0.48744,1.32525,1.00389,1.07435,0.00214046,0.00214046,0.00214046
212,1219.25,1.011,0.69386,0.93554,0.87377,0.69234,0.73204,0.4834,1.29664,0.9178,1.06701,0.00209869,0.00209869,0.00209869
213,1225.24,1.02365,0.65951,0.90827,0.82293,0.69718,0.71057,0.48461,1.33947,0.9623,1.08608,0.00205723,0.00205723,0.00205723
214,1230.94,1.05561,0.74558,0.91975,0.83243,0.65,0.69099,0.49343,1.27182,0.94631,1.02184,0.00201611,0.00201611,0.00201611
215,1236.51,1.06736,0.70511,0.96057,0.86597,0.7,0.73345,0.49559,1.31957,0.91455,1.07269,0.00197532,0.00197532,0.00197532
216,1242.35,1.02811,0.69834,0.92743,0.8677,0.65602,0.70138,0.47291,1.31618,0.90955,1.0305,0.00193486,0.00193486,0.00193486
217,1247.75,1.08238,0.6819,0.93909,0.82124,0.675,0.70678,0.46087,1.25577,0.90652,1.00432,0.00189475,0.00189475,0.00189475
218,1253.81,1.04881,0.70796,0.94416,0.8397,0.675,0.71009,0.45881,1.28705,0.98513,1.00312,0.00185498,0.00185498,0.00185498
219,1259.22,1.04361,0.68141,0.92994,0.85765,0.675,0.71022,0.4688,1.22561,0.90963,0.98436,0.00181557,0.00181557,0.00181557
220,1265.47,0.98286,0.67152,0.91787,0.86245,0.675,0.70954,0.48032,1.18917,0.90023,0.99031,0.00177651,0.00177651,0.00177651
221,1270.95,0.99242,0.66541,0.91319,0.84655,0.6898,0.71931,0.4734,1.22462,0.92581,1.00168,0.0017378,0.0017378,0.0017378
222,1276.94,0.99315,0.68242,0.90106,0.8631,0.675,0.72032,0.47498,1.23211,0.98574,1.03121,0.00169946,0.00169946,0.00169946
223,1282.63,1.00101,0.65954,0.94135,0.79358,0.725,0.71933,0.49316,1.19333,0.93274,1.01439,0.00166149,0.00166149,0.00166149
224,1288.15,0.98488,0.64331,0.90647,0.84341,0.725,0.72056,0.50174,1.20876,0.90514,1.01952,0.00162389,0.00162389,0.00162389
225,1293.98,0.93837,0.65428,0.91633,0.84624,0.725,0.72501,0.5292,1.19214,0.86862,1.00085,0.00158667,0.00158667,0.00158667
226,1299.49,1.03581,0.66128,0.93472,0.87027,0.725,0.72407,0.51241,1.22598,0.90041,1.039,0.00154982,0.00154982,0.00154982
227,1305.53,0.98541,0.65035,0.91889,0.8198,0.725,0.72281,0.47645,1.26336,0.91119,1.03924,0.00151336,0.00151336,0.00151336
228,1310.89,0.9485,0.62952,0.92146,0.90633,0.725,0.74722,0.49707,1.2611,0.89966,1.04092,0.00147729,0.00147729,0.00147729
229,1317.06,1.05378,0.71719,0.95621,0.80114,0.70513,0.72388,0.48935,1.19433,0.88863,0.98588,0.00144161,0.00144161,0.00144161
230,1322.5,1.05087,0.72876,0.9318,0.88643,0.65,0.71909,0.51328,1.1635,0.85508,0.96221,0.00140632,0.00140632,0.00140632
231,1328.41,0.91879,0.64165,0.89887,0.89095,0.65,0.72378,0.51414,1.14181,0.82598,0.96663,0.00137143,0.00137143,0.00137143
232,1334.24,0.96505,0.63658,0.89351,0.83909,0.7,0.72559,0.51498,1.1519,0.80498,0.96791,0.00133695,0.00133695,0.00133695
233,1339.75,1.00642,0.70169,0.97591,0.86532,0.7,0.72366,0.52428,1.11143,0.81625,0.95797,0.00130287,0.00130287,0.00130287
234,1345.57,0.97238,0.64165,0.87764,0.92684,0.75,0.77481,0.51383,1.12624,0.85697,0.96874,0.00126921,0.00126921,0.00126921
235,1350.98,0.97186,0.67768,0.9144,0.89927,0.725,0.7424,0.50896,1.12421,0.83135,0.97026,0.00123596,0.00123596,0.00123596
236,1356.91,0.90978,0.60746,0.90062,0.9325,0.75,0.78291,0.53458,1.13453,0.86973,0.98497,0.00120313,0.00120313,0.00120313
237,1362.41,0.99786,0.67721,0.93073,0.93496,0.725,0.77743,0.51853,1.17581,0.87822,0.98896,0.00117072,0.00117072,0.00117072
238,1368.53,0.92275,0.59469,0.90302,0.92594,0.75,0.78036,0.52052,1.13719,0.85265,0.97326,0.00113873,0.00113873,0.00113873
239,1373.95,0.89981,0.57759,0.88561,0.88796,0.725,0.75633,0.51726,1.12226,0.88539,0.96447,0.00110718,0.00110718,0.00110718
240,1379.8,0.94944,0.67288,0.89682,0.91357,0.675,0.75619,0.51909,1.16356,0.85982,0.95633,0.00107605,0.00107605,0.00107605
241,1385.62,0.89054,0.60041,0.89483,0.92604,0.675,0.75463,0.5084,1.11998,0.85962,0.96431,0.00104537,0.00104537,0.00104537
242,1391.14,0.91358,0.62751,0.89872,0.88081,0.65,0.71927,0.52619,1.04788,0.85213,0.93505,0.00101512,0.00101512,0.00101512
243,1397.09,0.88967,0.60694,0.91101,0.89538,0.6421,0.72746,0.5356,1.04872,0.86794,0.93265,0.000985311,0.000985311,0.000985311
244,1402.59,0.9426,0.62783,0.92186,0.87164,0.675,0.73409,0.53779,1.04492,0.84605,0.93145,0.000955951,0.000955951,0.000955951
245,1408.68,1.00071,0.6805,0.9435,0.86903,0.675,0.7243,0.53805,1.06159,0.8648,0.94736,0.00092704,0.00092704,0.00092704
246,1414.1,0.9797,0.71446,0.92887,0.93237,0.68953,0.74644,0.52293,1.14169,0.85744,0.97291,0.000898581,0.000898581,0.000898581
247,1420.32,0.88815,0.57801,0.87876,0.90233,0.69305,0.74501,0.5486,1.06328,0.85177,0.95474,0.000870577,0.000870577,0.000870577
248,1425.85,0.92511,0.6394,0.89614,0.8381,0.7,0.73982,0.54869,1.06409,0.84067,0.94438,0.000843031,0.000843031,0.000843031
249,1431.72,0.84507,0.57522,0.87274,0.92455,0.65,0.73715,0.5328,1.08812,0.83474,0.95617,0.000815947,0.000815947,0.000815947
250,1437.51,0.92468,0.6376,0.87809,0.87951,0.65,0.71563,0.51199,1.14276,0.86465,0.97786,0.000789327,0.000789327,0.000789327
251,1443.03,0.94555,0.60351,0.906,0.91822,0.675,0.73741,0.51844,1.13382,0.88616,0.97306,0.000763174,0.000763174,0.000763174
252,1448.96,0.92867,0.6064,0.88295,0.9131,0.675,0.74114,0.53756,1.08602,0.84709,0.94687,0.000737492,0.000737492,0.000737492
253,1455.21,0.93878,0.61246,0.90306,0.94051,0.675,0.74825,0.54285,1.06584,0.86737,0.9413,0.000712282,0.000712282,0.000712282
254,1461.47,0.91024,0.60954,0.88593,0.95881,0.65,0.7313,0.55254,1.03763,0.86034,0.93751,0.000687548,0.000687548,0.000687548
255,1466.96,0.91362,0.62192,0.91614,0.92086,0.7,0.7764,0.55355,1.02355,0.85782,0.93882,0.000663292,0.000663292,0.000663292
256,1473.08,0.91152,0.64714,0.906,0.90057,0.67939,0.74507,0.54732,1.04498,0.85422,0.95333,0.000639518,0.000639518,0.000639518
257,1478.42,0.89375,0.62655,0.91343,0.95413,0.725,0.77731,0.54869,1.0378,0.82805,0.95653,0.000616227,0.000616227,0.000616227
258,1484.72,0.98554,0.63392,0.91738,0.9047,0.7,0.77622,0.55312,0.99397,0.8061,0.93462,0.000593422,0.000593422,0.000593422
259,1490.07,0.87089,0.58099,0.85204,0.90311,0.69909,0.7436,0.54175,1.01351,0.82607,0.93535,0.000571106,0.000571106,0.000571106
260,1495.81,0.95111,0.63006,0.9191,0.88756,0.7,0.74345,0.54831,1.02463,0.81906,0.93539,0.000549281,0.000549281,0.000549281
261,1501.63,0.92344,0.65299,0.88872,0.90266,0.675,0.75494,0.54779,1.03649,0.81762,0.9334,0.00052795,0.00052795,0.00052795
262,1507,0.91822,0.58581,0.88866,0.93236,0.68943,0.74207,0.56636,0.99506,0.80621,0.93459,0.000507115,0.000507115,0.000507115
263,1512.99,0.94669,0.62335,0.9208,0.91486,0.7,0.74346,0.54917,1.01785,0.80565,0.93723,0.000486777,0.000486777,0.000486777
264,1518.57,0.93533,0.67599,0.89632,0.88072,0.675,0.72022,0.55135,0.99882,0.82624,0.93794,0.000466941,0.000466941,0.000466941
265,1524.63,0.92465,0.64555,0.88884,0.90103,0.7,0.72373,0.55789,1.01617,0.83894,0.94367,0.000447606,0.000447606,0.000447606
266,1530.04,0.90396,0.62932,0.89369,0.88882,0.7,0.72269,0.54257,1.04543,0.84954,0.94263,0.000428777,0.000428777,0.000428777
267,1536.36,0.9278,0.62216,0.90615,0.93523,0.725,0.75091,0.54262,1.05284,0.83957,0.94454,0.000410454,0.000410454,0.000410454
268,1541.89,0.91225,0.62358,0.93499,0.92868,0.725,0.74862,0.54217,1.04954,0.82912,0.94309,0.00039264,0.00039264,0.00039264
269,1547.63,0.89117,0.58777,0.8836,0.92182,0.725,0.75699,0.53837,1.06985,0.84366,0.93928,0.000375337,0.000375337,0.000375337
270,1553.52,0.89218,0.62946,0.89744,0.91249,0.725,0.75864,0.53383,1.08609,0.87644,0.93728,0.000358546,0.000358546,0.000358546
271,1558.93,0.9339,0.6216,0.91603,0.91596,0.725,0.74888,0.54113,1.05016,0.85272,0.9354,0.00034227,0.00034227,0.00034227
272,1565,0.88752,0.62239,0.89705,0.96748,0.744,0.77864,0.54714,1.07891,0.87598,0.93909,0.00032651,0.00032651,0.00032651
273,1570.43,0.88037,0.63084,0.90407,0.96764,0.74763,0.77965,0.54527,1.07127,0.86189,0.93718,0.000311268,0.000311268,0.000311268
274,1576.55,0.86123,0.55096,0.88482,0.96727,0.73907,0.77826,0.54004,1.05253,0.80766,0.93243,0.000296546,0.000296546,0.000296546
275,1581.95,0.87384,0.64037,0.89195,0.96527,0.725,0.77575,0.54309,1.04462,0.81625,0.92763,0.000282345,0.000282345,0.000282345
276,1588.15,0.94542,0.63142,0.89602,0.96642,0.71959,0.77484,0.54391,1.05821,0.8202,0.93088,0.000268667,0.000268667,0.000268667
277,1593.71,0.90474,0.64397,0.90632,0.96649,0.7212,0.7818,0.53861,1.05245,0.83001,0.93365,0.000255513,0.000255513,0.000255513
278,1599.39,0.85749,0.59947,0.882,0.89941,0.67075,0.72671,0.53489,1.06267,0.85827,0.93605,0.000242885,0.000242885,0.000242885
279,1605.25,0.93819,0.68709,0.90853,0.87655,0.65,0.73336,0.53415,1.07932,0.86969,0.93886,0.000230784,0.000230784,0.000230784
280,1610.71,0.91109,0.62011,0.91792,0.88517,0.65,0.73808,0.53433,1.07955,0.86313,0.93835,0.000219212,0.000219212,0.000219212
281,1616.58,0.83112,0.54255,0.86488,0.91955,0.675,0.75308,0.53423,1.10425,0.85855,0.94361,0.000208169,0.000208169,0.000208169
282,1622.07,0.89495,0.59698,0.89866,0.86647,0.725,0.75606,0.52666,1.09944,0.85386,0.94171,0.000197658,0.000197658,0.000197658
283,1628.09,0.86637,0.60713,0.89609,0.96648,0.72086,0.78418,0.54014,1.07452,0.83491,0.93824,0.000187678,0.000187678,0.000187678
284,1633.57,0.84734,0.55868,0.88874,0.96735,0.741,0.78587,0.54155,1.07798,0.84631,0.94262,0.000178232,0.000178232,0.000178232
285,1639.72,0.82758,0.52742,0.87544,0.96139,0.75,0.78614,0.54687,1.0602,0.8374,0.94011,0.00016932,0.00016932,0.00016932
286,1645.4,0.86988,0.61033,0.87179,0.92412,0.725,0.75964,0.54657,1.06204,0.84538,0.94169,0.000160943,0.000160943,0.000160943
287,1651.12,0.86451,0.5732,0.87759,0.93121,0.725,0.76051,0.54581,1.06125,0.84435,0.93898,0.000153102,0.000153102,0.000153102
288,1657.08,0.86846,0.59383,0.87567,0.93478,0.71686,0.76219,0.55242,1.04753,0.85722,0.9349,0.000145798,0.000145798,0.000145798
289,1662.52,0.90461,0.63837,0.90932,0.9348,0.71708,0.75147,0.55549,1.02028,0.84025,0.93165,0.000139032,0.000139032,0.000139032
290,1668.49,0.81905,0.58602,0.86947,0.9347,0.71588,0.76622,0.55511,1.03545,0.83844,0.93199,0.000132805,0.000132805,0.000132805
291,1675.62,0.79322,0.49797,0.85387,0.91684,0.7,0.76067,0.5506,1.04402,0.85023,0.93202,0.000127117,0.000127117,0.000127117
292,1681.69,0.74516,0.48313,0.85882,0.93101,0.7,0.74421,0.54737,1.02366,0.83135,0.92519,0.000121968,0.000121968,0.000121968
293,1687.03,0.76991,0.48587,0.86076,0.96632,0.71746,0.77143,0.54827,1.02987,0.85429,0.92402,0.00011736,0.00011736,0.00011736
294,1693,0.75124,0.49042,0.85762,0.93403,0.70808,0.76858,0.54407,1.01895,0.82513,0.92122,0.000113293,0.000113293,0.000113293
295,1698.48,0.7226,0.46741,0.85266,0.93533,0.7232,0.76592,0.53582,1.03279,0.83184,0.92588,0.000109768,0.000109768,0.000109768
296,1704.33,0.74247,0.52038,0.86269,0.93526,0.72237,0.76418,0.52957,1.03,0.83089,0.92808,0.000106784,0.000106784,0.000106784
297,1709.98,0.82325,0.50679,0.88113,0.93497,0.71908,0.76325,0.53196,1.04189,0.85158,0.93165,0.000104342,0.000104342,0.000104342
298,1715.46,0.75331,0.49043,0.87437,0.89391,0.725,0.76254,0.5362,1.03613,0.84056,0.93046,0.000102443,0.000102443,0.000102443
299,1721.3,0.74728,0.50092,0.83836,0.90613,0.72402,0.7643,0.54404,1.02334,0.837,0.92828,0.000101086,0.000101086,0.000101086
300,1726.7,0.74247,0.46714,0.84469,0.90545,0.71841,0.76471,0.54374,1.01382,0.82928,0.92713,0.000100271,0.000100271,0.000100271
